eps,optimal_theta,R,h_XZ,h_XY,h_Fe
0.3434343396969697,0.3444090047606805,0.0005201720792387629,0.963498424169122,0.9280672784246471,0.16942712167299084
0.34848484454545453,0.3293866149614719,0.000445659999401132,0.9658674080865642,0.9327076088243955,0.1607162014348945
0.3535353493939394,0.31466019005705,0.0003801009270827637,0.9681523160306322,0.9371858526186686,0.15216011809738927
0.35858585424242423,0.3002206294670913,0.0003226164575195769,0.9703540128743543,0.9415030772335766,0.14376279573264028
0.3636363590909091,0.28606584924672823,0.00027239839249855805,0.9724721138204931,0.9456603006423059,0.13552833832976793
0.3686868639393939,0.27218497316407375,0.00022870370787522255,0.9745080000496198,0.9496584929708468,0.12746104321959267
0.3737373687878788,0.25857274861721,0.00019084992421155385,0.9764620508798444,0.953498578001359,0.11956541599761156
0.3787878736363636,0.24522371814185287,0.00015821084277410725,0.9783347638126083,0.9571814345795185,0.11184618717725546
0.3838383784848485,0.23212887726870446,0.0001302126131069686,0.9801272932565936,0.9607078979316612,0.1043083308525518
0.3888888833333333,0.21928848303105142,0.00010633010120902389,0.9818392783652616,0.9640787608970417,0.09695708570835597
0.3939393881818182,0.20669452637525,8.608353181232776e-05,0.9834718074308657,0.9672947750800889,0.0897979787911119
0.398989893030303,0.19434548646108368,6.903537912169871e-05,0.9850249649891726,0.9703566519271307,0.08283685254873081
0.40404039787878787,0.18223446590495732,5.47874844390742e-05,0.9864997161917899,0.9732650637316842,0.07607989577180979
0.4090909027272727,0.17036286598870085,4.297838012525971e-05,0.9878958413563588,0.9760206445720732,0.0695336792301086
0.41414140757575757,0.15872555231071736,3.3280801829657534e-05,0.9892141402118042,0.9786239911848134,0.06320519701240808
0.4191919124242424,0.14732144680854925,2.5399372278337333e-05,0.9904548823165696,0.9810756637769202,0.057101914865689135
0.42424241727272727,0.13614917014372607,1.906844145710099e-05,0.9916184440888695,0.983376186780027,0.05123182722233489
0.4292929221212121,0.1252089298739699,1.4050069336363798e-05,0.9927050721083353,0.98552604954895,0.04560352514950301
0.43434342696969697,0.11449863007567973,1.0132138393080662e-05,0.993715342232934,0.9875257070071122,0.040226278227032466
0.4393939318181818,0.10401822712036975,7.126584016070779e-06,0.9946496290174361,0.9893755802410216,0.03511013447786403
0.44444443666666666,0.09377542006267794,4.867731931804451e-06,0.9955076199147334,0.9910760570457977,0.03026604413312079
0.4494949415151515,0.08376632973417937,3.2107322000017986e-06,0.9962902577303063,0.9926274924235614,0.025706015545468287
0.45454544636363636,0.07400126450256711,2.0300799357055374e-06,0.9969972468775866,0.9940302090363176,0.021443315559204923
0.4595959512121212,0.06448396021791644,1.2182131064454842e-06,0.997629052479891,0.9952844976148069,0.017492733199727422
0.46464645606060606,0.05522253959872223,6.841779720441477e-07,0.9981859162154755,0.9963906173246374,0.013870936809175467
0.4696969609090909,0.04622713312830853,3.5235223723502143e-07,0.9986681172699714,0.9973487960908649,0.010596975238442835
0.47474746575757576,0.03751717507994168,1.6121536473145824e-07,0.9990756354282435,0.9981592308820499,0.007693013670159032
0.4797979706060606,0.029111416493653244,6.215389481232114e-08,0.9994088507176694,0.9988220879546801,0.005185480017946465
0.4848484754545454,0.02105096855389446,1.8286606029729265e-08,0.9996676409310273,0.9993375030587248,0.0031070039093668953
0.48989898030303025,0.013388294610662276,3.2883645691438713e-09,0.9998523480473872,0.9997055816049587,0.0015001237547990717
0.4949494851515151,0.006232993485848433,1.7829317948004963e-10,0.9999631131738356,0.9999263987945713,0.00042602383224338986
0.49999999,5.964530870037596e-06,-3.969802165690046e-22,0.9999999999107296,0.9999999997114608,6.0443533557040756e-15
